"dest","date","rtt"
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",140
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",146
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",154
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",150
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",143
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",151
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:48 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",156
"108.170.250.177","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",146
"108.170.250.177","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",140
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",139
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",148
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:50 GMT+0330 (Iran Standard Time)",143
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",152
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",152
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",139
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",142
"108.170.250.177","Thu Dec 03 2020 11:23:51 GMT+0330 (Iran Standard Time)",142
"108.170.250.177","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:25:52 GMT+0330 (Iran Standard Time)",148
"108.170.250.177","Thu Dec 03 2020 11:25:53 GMT+0330 (Iran Standard Time)",136
"108.170.250.177","Thu Dec 03 2020 11:26:25 GMT+0330 (Iran Standard Time)",153
"108.170.250.177","Thu Dec 03 2020 11:27:45 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:27:46 GMT+0330 (Iran Standard Time)",320
"108.170.250.177","Thu Dec 03 2020 11:27:47 GMT+0330 (Iran Standard Time)",337
"108.170.250.177","Thu Dec 03 2020 11:27:48 GMT+0330 (Iran Standard Time)",166
"108.170.250.177","Thu Dec 03 2020 11:27:49 GMT+0330 (Iran Standard Time)",188
"108.170.250.177","Thu Dec 03 2020 11:27:51 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:27:52 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:27:53 GMT+0330 (Iran Standard Time)",256
"108.170.250.177","Thu Dec 03 2020 11:27:54 GMT+0330 (Iran Standard Time)",298
"108.170.250.177","Thu Dec 03 2020 11:27:55 GMT+0330 (Iran Standard Time)",319
"108.170.250.177","Thu Dec 03 2020 11:27:56 GMT+0330 (Iran Standard Time)",154
"108.170.250.177","Thu Dec 03 2020 11:27:57 GMT+0330 (Iran Standard Time)",161
"108.170.250.177","Thu Dec 03 2020 11:27:58 GMT+0330 (Iran Standard Time)",201
"108.170.250.177","Thu Dec 03 2020 11:27:59 GMT+0330 (Iran Standard Time)",211
"108.170.250.177","Thu Dec 03 2020 11:28:14 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:28:15 GMT+0330 (Iran Standard Time)",194
"108.170.250.177","Thu Dec 03 2020 11:28:16 GMT+0330 (Iran Standard Time)",205
"108.170.250.177","Thu Dec 03 2020 11:28:17 GMT+0330 (Iran Standard Time)",211
"108.170.250.177","Thu Dec 03 2020 11:28:18 GMT+0330 (Iran Standard Time)",151
"108.170.250.177","Thu Dec 03 2020 11:28:19 GMT+0330 (Iran Standard Time)",277
"108.170.250.177","Thu Dec 03 2020 11:28:20 GMT+0330 (Iran Standard Time)",299
"108.170.250.177","Thu Dec 03 2020 11:28:22 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:28:22 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:28:22 GMT+0330 (Iran Standard Time)",137
"108.170.250.177","Thu Dec 03 2020 11:28:23 GMT+0330 (Iran Standard Time)",162
"108.170.250.177","Thu Dec 03 2020 11:28:25 GMT+0330 (Iran Standard Time)",213
"108.170.250.177","Thu Dec 03 2020 11:28:26 GMT+0330 (Iran Standard Time)",239
"108.170.250.177","Thu Dec 03 2020 11:28:28 GMT+0330 (Iran Standard Time)",279
"108.170.250.177","Thu Dec 03 2020 11:28:29 GMT+0330 (Iran Standard Time)",307
"108.170.250.177","Thu Dec 03 2020 11:28:31 GMT+0330 (Iran Standard Time)",329
"108.170.250.177","Thu Dec 03 2020 11:28:31 GMT+0330 (Iran Standard Time)",162
"108.170.250.177","Thu Dec 03 2020 11:28:32 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:28:33 GMT+0330 (Iran Standard Time)",190
"108.170.250.177","Thu Dec 03 2020 11:28:34 GMT+0330 (Iran Standard Time)",222
"108.170.250.177","Thu Dec 03 2020 11:28:35 GMT+0330 (Iran Standard Time)",251
"108.170.250.177","Thu Dec 03 2020 11:28:36 GMT+0330 (Iran Standard Time)",260
"108.170.250.177","Thu Dec 03 2020 11:28:38 GMT+0330 (Iran Standard Time)",225
"108.170.250.177","Thu Dec 03 2020 11:28:40 GMT+0330 (Iran Standard Time)",326
"108.170.250.177","Thu Dec 03 2020 11:28:40 GMT+0330 (Iran Standard Time)",142
"108.170.250.177","Thu Dec 03 2020 11:28:42 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:28:42 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:28:42 GMT+0330 (Iran Standard Time)",138
"108.170.250.177","Thu Dec 03 2020 11:28:43 GMT+0330 (Iran Standard Time)",142
"108.170.250.177","Thu Dec 03 2020 11:28:44 GMT+0330 (Iran Standard Time)",138
