"193.169.198.80","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)",137
"193.169.198.80","Thu Dec 03 2020 11:25:52 GMT+0330 (Iran Standard Time)",135
"193.169.198.80","Thu Dec 03 2020 11:25:53 GMT+0330 (Iran Standard Time)",137
"193.169.198.80","Thu Dec 03 2020 11:25:56 GMT+0330 (Iran Standard Time)",191
"193.169.198.80","Thu Dec 03 2020 11:25:56 GMT+0330 (Iran Standard Time)",191
"193.169.198.80","Thu Dec 03 2020 11:25:56 GMT+0330 (Iran Standard Time)",191
"193.169.198.80","Thu Dec 03 2020 11:25:57 GMT+0330 (Iran Standard Time)",136
"193.169.198.80","Thu Dec 03 2020 11:25:58 GMT+0330 (Iran Standard Time)",137
"193.169.198.80","Thu Dec 03 2020 11:25:59 GMT+0330 (Iran Standard Time)",136
"193.169.198.80","Thu Dec 03 2020 11:26:00 GMT+0330 (Iran Standard Time)",136
"193.169.198.80","Thu Dec 03 2020 11:26:02 GMT+0330 (Iran Standard Time)",136
"193.169.198.80","Thu Dec 03 2020 11:28:02 GMT+0330 (Iran Standard Time)",231
"193.169.198.80","Thu Dec 03 2020 11:28:03 GMT+0330 (Iran Standard Time)",263
"193.169.198.80","Thu Dec 03 2020 11:28:03 GMT+0330 (Iran Standard Time)",136
"193.169.198.80","Thu Dec 03 2020 11:28:04 GMT+0330 (Iran Standard Time)",147
"193.169.198.80","Thu Dec 03 2020 11:28:07 GMT+0330 (Iran Standard Time)",173
"193.169.198.80","Thu Dec 03 2020 11:28:08 GMT+0330 (Iran Standard Time)",217
"193.169.198.80","Thu Dec 03 2020 11:28:09 GMT+0330 (Iran Standard Time)",252
"193.169.198.80","Thu Dec 03 2020 11:28:10 GMT+0330 (Iran Standard Time)",268
"193.169.198.80","Thu Dec 03 2020 11:28:11 GMT+0330 (Iran Standard Time)",286
"193.169.198.80","Thu Dec 03 2020 11:28:11 GMT+0330 (Iran Standard Time)",136
"193.169.198.80","Thu Dec 03 2020 11:28:14 GMT+0330 (Iran Standard Time)",138
"193.169.198.80","Thu Dec 03 2020 11:28:15 GMT+0330 (Iran Standard Time)",196
"193.169.198.80","Thu Dec 03 2020 11:28:16 GMT+0330 (Iran Standard Time)",209
"193.169.198.80","Thu Dec 03 2020 11:28:17 GMT+0330 (Iran Standard Time)",216
"193.169.198.80","Thu Dec 03 2020 11:28:18 GMT+0330 (Iran Standard Time)",138
"193.169.198.80","Thu Dec 03 2020 11:28:19 GMT+0330 (Iran Standard Time)",282
"193.169.198.80","Thu Dec 03 2020 11:28:20 GMT+0330 (Iran Standard Time)",304
"193.169.198.80","Thu Dec 03 2020 11:28:23 GMT+0330 (Iran Standard Time)",168
"193.169.198.80","Thu Dec 03 2020 11:28:24 GMT+0330 (Iran Standard Time)",191
"193.169.198.80","Thu Dec 03 2020 11:28:24 GMT+0330 (Iran Standard Time)",191
"193.169.198.80","Thu Dec 03 2020 11:28:24 GMT+0330 (Iran Standard Time)",191
"193.169.198.80","Thu Dec 03 2020 11:28:25 GMT+0330 (Iran Standard Time)",219
"193.169.198.80","Thu Dec 03 2020 11:28:26 GMT+0330 (Iran Standard Time)",243
"193.169.198.80","Thu Dec 03 2020 11:28:27 GMT+0330 (Iran Standard Time)",262
"193.169.198.80","Thu Dec 03 2020 11:28:27 GMT+0330 (Iran Standard Time)",262
"193.169.198.80","Thu Dec 03 2020 11:28:27 GMT+0330 (Iran Standard Time)",262
"193.169.198.80","Thu Dec 03 2020 11:28:28 GMT+0330 (Iran Standard Time)",284
"193.169.198.80","Thu Dec 03 2020 11:28:29 GMT+0330 (Iran Standard Time)",312
"193.169.198.80","Thu Dec 03 2020 11:28:31 GMT+0330 (Iran Standard Time)",334
"193.169.198.80","Thu Dec 03 2020 11:28:31 GMT+0330 (Iran Standard Time)",162
"193.169.198.80","Thu Dec 03 2020 11:28:32 GMT+0330 (Iran Standard Time)",137
"193.169.198.80","Thu Dec 03 2020 11:28:33 GMT+0330 (Iran Standard Time)",195
"193.169.198.80","Thu Dec 03 2020 11:28:34 GMT+0330 (Iran Standard Time)",227
"193.169.198.80","Thu Dec 03 2020 11:28:35 GMT+0330 (Iran Standard Time)",253
"193.169.198.80","Thu Dec 03 2020 11:28:36 GMT+0330 (Iran Standard Time)",265
"193.169.198.80","Thu Dec 03 2020 11:28:37 GMT+0330 (Iran Standard Time)",283
"193.169.198.80","Thu Dec 03 2020 11:28:38 GMT+0330 (Iran Standard Time)",230
"193.169.198.80","Thu Dec 03 2020 11:28:40 GMT+0330 (Iran Standard Time)",332
"193.169.198.80","Thu Dec 03 2020 11:28:40 GMT+0330 (Iran Standard Time)",151
"193.169.198.80","Thu Dec 03 2020 11:55:34 GMT+0330 (Iran Standard Time)",244
"193.169.198.80","Thu Dec 03 2020 11:55:34 GMT+0330 (Iran Standard Time)",244
"193.169.198.80","Thu Dec 03 2020 11:55:34 GMT+0330 (Iran Standard Time)",244
"193.169.198.80","Thu Dec 03 2020 11:55:35 GMT+0330 (Iran Standard Time)",275
"193.169.198.80","Thu Dec 03 2020 11:55:36 GMT+0330 (Iran Standard Time)",138
"193.169.198.80","Thu Dec 03 2020 11:55:37 GMT+0330 (Iran Standard Time)",139
"193.169.198.80","Thu Dec 03 2020 11:55:38 GMT+0330 (Iran Standard Time)",346
"193.169.198.80","Thu Dec 03 2020 11:55:39 GMT+0330 (Iran Standard Time)",137
"193.169.198.80","Thu Dec 03 2020 11:55:40 GMT+0330 (Iran Standard Time)",198
"193.169.198.80","Thu Dec 03 2020 11:55:42 GMT+0330 (Iran Standard Time)",242
"193.169.198.80","Thu Dec 03 2020 11:55:43 GMT+0330 (Iran Standard Time)",138
"193.169.198.80","Thu Dec 03 2020 11:55:44 GMT+0330 (Iran Standard Time)",285
"193.169.198.80","Thu Dec 03 2020 11:57:30 GMT+0330 (Iran Standard Time)",136
"193.169.198.80","Thu Dec 03 2020 11:57:40 GMT+0330 (Iran Standard Time)",136
