"dest","date","rtt"
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",135
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",137
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",135
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",139
"108.170.250.161","Thu Dec 03 2020 11:23:46 GMT+0330 (Iran Standard Time)",140
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",135
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",143
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",135
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",138
"108.170.250.161","Thu Dec 03 2020 11:23:47 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",140
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",138
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",151
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",135
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",136
"108.170.250.161","Thu Dec 03 2020 11:23:49 GMT+0330 (Iran Standard Time)",136
