"dest","date","rtt"
"185.148.160.40","Wed Nov 25 2020 23:34:28 GMT+0330 (Iran Standard Time)",291
"185.148.160.40","Wed Nov 25 2020 23:34:29 GMT+0330 (Iran Standard Time)",217
"185.148.160.40","Wed Nov 25 2020 23:34:30 GMT+0330 (Iran Standard Time)",239
"185.148.160.40","Wed Nov 25 2020 23:34:31 GMT+0330 (Iran Standard Time)",262
"185.148.160.40","Wed Nov 25 2020 23:34:32 GMT+0330 (Iran Standard Time)",290
"185.148.160.40","Wed Nov 25 2020 23:34:33 GMT+0330 (Iran Standard Time)",307
"185.148.160.40","Wed Nov 25 2020 23:34:34 GMT+0330 (Iran Standard Time)",170
"185.148.160.40","Wed Nov 25 2020 23:34:35 GMT+0330 (Iran Standard Time)",231
"185.148.160.40","Wed Nov 25 2020 23:34:37 GMT+0330 (Iran Standard Time)",755
"185.148.160.40","Wed Nov 25 2020 23:34:37 GMT+0330 (Iran Standard Time)",270
"185.148.160.40","Wed Nov 25 2020 23:34:38 GMT+0330 (Iran Standard Time)",181
"185.148.160.40","Wed Nov 25 2020 23:34:39 GMT+0330 (Iran Standard Time)",241
"185.148.160.40","Wed Nov 25 2020 23:34:40 GMT+0330 (Iran Standard Time)",171
"185.148.160.40","Wed Nov 25 2020 23:34:41 GMT+0330 (Iran Standard Time)",186
"185.148.160.40","Wed Nov 25 2020 23:34:42 GMT+0330 (Iran Standard Time)",313
"185.148.160.40","Wed Nov 25 2020 23:34:43 GMT+0330 (Iran Standard Time)",235
"185.148.160.40","Wed Nov 25 2020 23:34:44 GMT+0330 (Iran Standard Time)",259
"185.148.160.40","Wed Nov 25 2020 23:34:45 GMT+0330 (Iran Standard Time)",180
"185.148.160.40","Wed Nov 25 2020 23:34:46 GMT+0330 (Iran Standard Time)",203
"185.148.160.40","Wed Nov 25 2020 23:34:47 GMT+0330 (Iran Standard Time)",230
"185.148.160.40","Wed Nov 25 2020 23:34:48 GMT+0330 (Iran Standard Time)",257
"185.148.160.40","Wed Nov 25 2020 23:34:51 GMT+0330 (Iran Standard Time)","unknown"
"185.148.160.40","Wed Nov 25 2020 23:34:52 GMT+0330 (Iran Standard Time)",571
"185.148.160.40","Wed Nov 25 2020 23:34:52 GMT+0330 (Iran Standard Time)","unknown"
"185.148.160.40","Wed Nov 25 2020 23:34:53 GMT+0330 (Iran Standard Time)",547
"185.148.160.40","Wed Nov 25 2020 23:34:53 GMT+0330 (Iran Standard Time)",293
"185.148.160.40","Wed Nov 25 2020 23:34:54 GMT+0330 (Iran Standard Time)",180
"185.148.160.40","Wed Nov 25 2020 23:34:55 GMT+0330 (Iran Standard Time)",307
"185.148.160.40","Wed Nov 25 2020 23:34:56 GMT+0330 (Iran Standard Time)",236
"185.148.160.40","Wed Nov 25 2020 23:34:57 GMT+0330 (Iran Standard Time)",181
"185.148.160.40","Wed Nov 25 2020 23:34:58 GMT+0330 (Iran Standard Time)",178
"185.148.160.40","Wed Nov 25 2020 23:34:59 GMT+0330 (Iran Standard Time)",219
"185.148.160.40","Wed Nov 25 2020 23:35:00 GMT+0330 (Iran Standard Time)",219
"185.148.160.40","Wed Nov 25 2020 23:36:38 GMT+0330 (Iran Standard Time)",283
"185.148.160.40","Wed Nov 25 2020 23:36:39 GMT+0330 (Iran Standard Time)","unknown"
"185.148.160.40","Wed Nov 25 2020 23:36:40 GMT+0330 (Iran Standard Time)",572
"185.148.160.40","Wed Nov 25 2020 23:36:41 GMT+0330 (Iran Standard Time)",1330
"185.148.160.40","Wed Nov 25 2020 23:36:43 GMT+0330 (Iran Standard Time)","unknown"
"185.148.160.40","Wed Nov 25 2020 23:36:43 GMT+0330 (Iran Standard Time)","unknown"
"185.148.160.40","Wed Nov 25 2020 23:36:44 GMT+0330 (Iran Standard Time)","unknown"
"185.148.160.40","Wed Nov 25 2020 23:36:44 GMT+0330 (Iran Standard Time)",316
"185.148.160.40","Wed Nov 25 2020 23:36:45 GMT+0330 (Iran Standard Time)","unknown"
"185.148.160.40","Wed Nov 25 2020 23:36:45 GMT+0330 (Iran Standard Time)",312
"185.148.160.40","Wed Nov 25 2020 23:36:46 GMT+0330 (Iran Standard Time)",249
