"dest","date","rtt"
"10.8.0.1","Wed Nov 25 2020 23:02:36 GMT+0330 (Iran Standard Time)",255
"10.8.0.1","Wed Nov 25 2020 23:02:38 GMT+0330 (Iran Standard Time)",305
"10.8.0.1","Wed Nov 25 2020 23:02:39 GMT+0330 (Iran Standard Time)",228
"10.8.0.1","Wed Nov 25 2020 23:02:39 GMT+0330 (Iran Standard Time)",228
"10.8.0.1","Wed Nov 25 2020 23:02:39 GMT+0330 (Iran Standard Time)",153
"10.8.0.1","Wed Nov 25 2020 23:02:41 GMT+0330 (Iran Standard Time)",168
"10.8.0.1","Wed Nov 25 2020 23:02:42 GMT+0330 (Iran Standard Time)",194
"10.8.0.1","Wed Nov 25 2020 23:02:43 GMT+0330 (Iran Standard Time)",216
"10.8.0.1","Wed Nov 25 2020 23:02:44 GMT+0330 (Iran Standard Time)",237
"10.8.0.1","Wed Nov 25 2020 23:02:44 GMT+0330 (Iran Standard Time)",151
"10.8.0.1","Wed Nov 25 2020 23:02:46 GMT+0330 (Iran Standard Time)",153
"10.8.0.1","Wed Nov 25 2020 23:02:48 GMT+0330 (Iran Standard Time)",228
"10.8.0.1","Wed Nov 25 2020 23:02:48 GMT+0330 (Iran Standard Time)",228
"10.8.0.1","Wed Nov 25 2020 23:02:48 GMT+0330 (Iran Standard Time)","unknown"
"10.8.0.1","Wed Nov 25 2020 23:02:48 GMT+0330 (Iran Standard Time)","unknown"
"10.8.0.1","Wed Nov 25 2020 23:02:49 GMT+0330 (Iran Standard Time)",252
"10.8.0.1","Wed Nov 25 2020 23:02:50 GMT+0330 (Iran Standard Time)",171
"10.8.0.1","Wed Nov 25 2020 23:02:51 GMT+0330 (Iran Standard Time)",212
"10.8.0.1","Wed Nov 25 2020 23:02:52 GMT+0330 (Iran Standard Time)",422
"10.8.0.1","Wed Nov 25 2020 23:02:53 GMT+0330 (Iran Standard Time)",243
"10.8.0.1","Wed Nov 25 2020 23:02:54 GMT+0330 (Iran Standard Time)",164
"10.8.0.1","Wed Nov 25 2020 23:02:55 GMT+0330 (Iran Standard Time)",188
"10.8.0.1","Wed Nov 25 2020 23:02:56 GMT+0330 (Iran Standard Time)",211
"10.8.0.1","Wed Nov 25 2020 23:02:58 GMT+0330 (Iran Standard Time)",243
"10.8.0.1","Wed Nov 25 2020 23:02:59 GMT+0330 (Iran Standard Time)",177
"10.8.0.1","Wed Nov 25 2020 23:03:00 GMT+0330 (Iran Standard Time)",152
"10.8.0.1","Wed Nov 25 2020 23:03:01 GMT+0330 (Iran Standard Time)",156
"10.8.0.1","Wed Nov 25 2020 23:03:02 GMT+0330 (Iran Standard Time)",149
"10.8.0.1","Wed Nov 25 2020 23:03:03 GMT+0330 (Iran Standard Time)",172
"10.8.0.1","Wed Nov 25 2020 23:03:04 GMT+0330 (Iran Standard Time)",195
"10.8.0.1","Wed Nov 25 2020 23:03:05 GMT+0330 (Iran Standard Time)",221
"10.8.0.1","Wed Nov 25 2020 23:03:06 GMT+0330 (Iran Standard Time)",244
"10.8.0.1","Wed Nov 25 2020 23:03:07 GMT+0330 (Iran Standard Time)",166
"10.8.0.1","Wed Nov 25 2020 23:03:08 GMT+0330 (Iran Standard Time)",191
"10.8.0.1","Wed Nov 25 2020 23:03:09 GMT+0330 (Iran Standard Time)",287
"10.8.0.1","Wed Nov 25 2020 23:03:10 GMT+0330 (Iran Standard Time)",149
"10.8.0.1","Wed Nov 25 2020 23:03:11 GMT+0330 (Iran Standard Time)",164
"10.8.0.1","Wed Nov 25 2020 23:03:12 GMT+0330 (Iran Standard Time)",153
"10.8.0.1","Wed Nov 25 2020 23:03:13 GMT+0330 (Iran Standard Time)",205
"10.8.0.1","Wed Nov 25 2020 23:03:14 GMT+0330 (Iran Standard Time)",150
"10.8.0.1","Wed Nov 25 2020 23:03:15 GMT+0330 (Iran Standard Time)",253
"10.8.0.1","Wed Nov 25 2020 23:03:16 GMT+0330 (Iran Standard Time)",171
"10.8.0.1","Wed Nov 25 2020 23:03:17 GMT+0330 (Iran Standard Time)",149
"10.8.0.1","Wed Nov 25 2020 23:03:18 GMT+0330 (Iran Standard Time)",151
"10.8.0.1","Wed Nov 25 2020 23:03:19 GMT+0330 (Iran Standard Time)",170
"10.8.0.1","Wed Nov 25 2020 23:03:20 GMT+0330 (Iran Standard Time)",157
"10.8.0.1","Wed Nov 25 2020 23:03:21 GMT+0330 (Iran Standard Time)",178
"10.8.0.1","Wed Nov 25 2020 23:03:22 GMT+0330 (Iran Standard Time)",160
"10.8.0.1","Wed Nov 25 2020 23:03:23 GMT+0330 (Iran Standard Time)",175
"10.8.0.1","Wed Nov 25 2020 23:03:24 GMT+0330 (Iran Standard Time)",153
"10.8.0.1","Wed Nov 25 2020 23:03:25 GMT+0330 (Iran Standard Time)",152
"10.8.0.1","Wed Nov 25 2020 23:03:26 GMT+0330 (Iran Standard Time)",150
"10.8.0.1","Wed Nov 25 2020 23:03:27 GMT+0330 (Iran Standard Time)",231
"10.8.0.1","Wed Nov 25 2020 23:03:27 GMT+0330 (Iran Standard Time)",231
"10.8.0.1","Wed Nov 25 2020 23:03:28 GMT+0330 (Iran Standard Time)",153
"10.8.0.1","Wed Nov 25 2020 23:03:29 GMT+0330 (Iran Standard Time)",166
"10.8.0.1","Wed Nov 25 2020 23:03:30 GMT+0330 (Iran Standard Time)",191
"10.8.0.1","Wed Nov 25 2020 23:03:31 GMT+0330 (Iran Standard Time)",210
"10.8.0.1","Wed Nov 25 2020 23:03:32 GMT+0330 (Iran Standard Time)",233
"10.8.0.1","Wed Nov 25 2020 23:03:33 GMT+0330 (Iran Standard Time)",258
"10.8.0.1","Wed Nov 25 2020 23:03:34 GMT+0330 (Iran Standard Time)",180
"10.8.0.1","Wed Nov 25 2020 23:03:35 GMT+0330 (Iran Standard Time)",203
"10.8.0.1","Wed Nov 25 2020 23:03:36 GMT+0330 (Iran Standard Time)",226
"10.8.0.1","Wed Nov 25 2020 23:03:37 GMT+0330 (Iran Standard Time)",248
"10.8.0.1","Wed Nov 25 2020 23:03:38 GMT+0330 (Iran Standard Time)",278
"10.8.0.1","Wed Nov 25 2020 23:03:39 GMT+0330 (Iran Standard Time)",150
"10.8.0.1","Wed Nov 25 2020 23:03:40 GMT+0330 (Iran Standard Time)",213
"10.8.0.1","Wed Nov 25 2020 23:03:41 GMT+0330 (Iran Standard Time)",239
"10.8.0.1","Wed Nov 25 2020 23:03:43 GMT+0330 (Iran Standard Time)",183
"10.8.0.1","Wed Nov 25 2020 23:03:45 GMT+0330 (Iran Standard Time)",152
"10.8.0.1","Wed Nov 25 2020 23:03:46 GMT+0330 (Iran Standard Time)",253
"10.8.0.1","Wed Nov 25 2020 23:03:47 GMT+0330 (Iran Standard Time)",176
"10.8.0.1","Wed Nov 25 2020 23:03:47 GMT+0330 (Iran Standard Time)",176
"10.8.0.1","Wed Nov 25 2020 23:03:48 GMT+0330 (Iran Standard Time)",193
"10.8.0.1","Wed Nov 25 2020 23:03:48 GMT+0330 (Iran Standard Time)",193
"10.8.0.1","Wed Nov 25 2020 23:03:49 GMT+0330 (Iran Standard Time)",223
"10.8.0.1","Wed Nov 25 2020 23:03:50 GMT+0330 (Iran Standard Time)",244
"10.8.0.1","Wed Nov 25 2020 23:03:51 GMT+0330 (Iran Standard Time)",271
"10.8.0.1","Wed Nov 25 2020 23:03:52 GMT+0330 (Iran Standard Time)",190
"10.8.0.1","Wed Nov 25 2020 23:03:54 GMT+0330 (Iran Standard Time)",206
"10.8.0.1","Wed Nov 25 2020 23:03:54 GMT+0330 (Iran Standard Time)","unknown"
"10.8.0.1","Wed Nov 25 2020 23:03:55 GMT+0330 (Iran Standard Time)",172
"10.8.0.1","Wed Nov 25 2020 23:03:56 GMT+0330 (Iran Standard Time)",284
"10.8.0.1","Wed Nov 25 2020 23:03:57 GMT+0330 (Iran Standard Time)",205
"10.8.0.1","Wed Nov 25 2020 23:03:58 GMT+0330 (Iran Standard Time)",229
"10.8.0.1","Wed Nov 25 2020 23:03:58 GMT+0330 (Iran Standard Time)",229
"10.8.0.1","Wed Nov 25 2020 23:03:59 GMT+0330 (Iran Standard Time)",247
"10.8.0.1","Wed Nov 25 2020 23:04:00 GMT+0330 (Iran Standard Time)",171
"10.8.0.1","Wed Nov 25 2020 23:04:01 GMT+0330 (Iran Standard Time)",198
"10.8.0.1","Wed Nov 25 2020 23:04:02 GMT+0330 (Iran Standard Time)",150
"10.8.0.1","Wed Nov 25 2020 23:04:04 GMT+0330 (Iran Standard Time)",265
