"178.132.84.1","Wed Nov 25 2020 23:02:38 GMT+0330 (Iran Standard Time)",293
"72.14.220.86","Wed Nov 25 2020 23:02:38 GMT+0330 (Iran Standard Time)",287
"72.14.220.86","Wed Nov 25 2020 23:02:39 GMT+0330 (Iran Standard Time)",211
"72.14.220.86","Wed Nov 25 2020 23:02:40 GMT+0330 (Iran Standard Time)",152
"72.14.220.86","Wed Nov 25 2020 23:02:41 GMT+0330 (Iran Standard Time)",153
"72.14.220.86","Wed Nov 25 2020 23:02:42 GMT+0330 (Iran Standard Time)",176
"72.14.220.86","Wed Nov 25 2020 23:02:43 GMT+0330 (Iran Standard Time)",202
"72.14.220.86","Wed Nov 25 2020 23:02:44 GMT+0330 (Iran Standard Time)",225
"72.14.220.86","Wed Nov 25 2020 23:02:45 GMT+0330 (Iran Standard Time)",152
"72.14.220.86","Wed Nov 25 2020 23:02:46 GMT+0330 (Iran Standard Time)",150
"72.14.220.86","Wed Nov 25 2020 23:02:48 GMT+0330 (Iran Standard Time)",210
"72.14.220.86","Wed Nov 25 2020 23:02:48 GMT+0330 (Iran Standard Time)","unknown"
"72.14.220.86","Wed Nov 25 2020 23:02:49 GMT+0330 (Iran Standard Time)",220
"72.14.220.86","Wed Nov 25 2020 23:02:50 GMT+0330 (Iran Standard Time)",154
"72.14.220.86","Wed Nov 25 2020 23:02:51 GMT+0330 (Iran Standard Time)",230
"72.14.220.86","Wed Nov 25 2020 23:02:53 GMT+0330 (Iran Standard Time)",222
"72.14.220.86","Wed Nov 25 2020 23:02:53 GMT+0330 (Iran Standard Time)","unknown"
"72.14.220.86","Wed Nov 25 2020 23:02:54 GMT+0330 (Iran Standard Time)",163
"72.14.220.86","Wed Nov 25 2020 23:02:55 GMT+0330 (Iran Standard Time)",173
"72.14.220.86","Wed Nov 25 2020 23:02:56 GMT+0330 (Iran Standard Time)",192
"72.14.220.86","Wed Nov 25 2020 23:02:58 GMT+0330 (Iran Standard Time)",227
"72.14.220.86","Wed Nov 25 2020 23:02:58 GMT+0330 (Iran Standard Time)",227
"72.14.220.86","Wed Nov 25 2020 23:02:59 GMT+0330 (Iran Standard Time)",158
"72.14.220.86","Wed Nov 25 2020 23:03:00 GMT+0330 (Iran Standard Time)",150
"72.14.220.86","Wed Nov 25 2020 23:03:01 GMT+0330 (Iran Standard Time)",152
"72.14.220.86","Wed Nov 25 2020 23:03:02 GMT+0330 (Iran Standard Time)",151
"72.14.220.86","Wed Nov 25 2020 23:03:03 GMT+0330 (Iran Standard Time)",156
"72.14.220.86","Wed Nov 25 2020 23:03:05 GMT+0330 (Iran Standard Time)",202
"72.14.220.86","Wed Nov 25 2020 23:03:06 GMT+0330 (Iran Standard Time)",227
"72.14.220.86","Wed Nov 25 2020 23:03:07 GMT+0330 (Iran Standard Time)",151
"72.14.220.86","Wed Nov 25 2020 23:03:08 GMT+0330 (Iran Standard Time)",172
"72.14.220.86","Wed Nov 25 2020 23:03:08 GMT+0330 (Iran Standard Time)",172
"72.14.220.86","Wed Nov 25 2020 23:03:09 GMT+0330 (Iran Standard Time)",313
"72.14.220.86","Wed Nov 25 2020 23:03:10 GMT+0330 (Iran Standard Time)",151
"72.14.220.86","Wed Nov 25 2020 23:03:12 GMT+0330 (Iran Standard Time)",154
"72.14.220.86","Wed Nov 25 2020 23:03:12 GMT+0330 (Iran Standard Time)",154
"72.14.220.86","Wed Nov 25 2020 23:03:14 GMT+0330 (Iran Standard Time)",156
"72.14.220.86","Wed Nov 25 2020 23:03:16 GMT+0330 (Iran Standard Time)",166
"72.14.220.86","Wed Nov 25 2020 23:03:18 GMT+0330 (Iran Standard Time)",161
"72.14.220.86","Wed Nov 25 2020 23:03:18 GMT+0330 (Iran Standard Time)","unknown"
"72.14.220.86","Wed Nov 25 2020 23:03:19 GMT+0330 (Iran Standard Time)",180
"72.14.220.86","Wed Nov 25 2020 23:03:20 GMT+0330 (Iran Standard Time)",169
"72.14.220.86","Wed Nov 25 2020 23:03:21 GMT+0330 (Iran Standard Time)",196
"72.14.220.86","Wed Nov 25 2020 23:03:22 GMT+0330 (Iran Standard Time)",163
"72.14.220.86","Wed Nov 25 2020 23:03:23 GMT+0330 (Iran Standard Time)",182
"72.14.220.86","Wed Nov 25 2020 23:03:24 GMT+0330 (Iran Standard Time)",180
"72.14.220.86","Wed Nov 25 2020 23:03:25 GMT+0330 (Iran Standard Time)",151
"72.14.220.86","Wed Nov 25 2020 23:03:26 GMT+0330 (Iran Standard Time)",150
"72.14.220.86","Wed Nov 25 2020 23:03:27 GMT+0330 (Iran Standard Time)",221
"72.14.220.86","Wed Nov 25 2020 23:03:28 GMT+0330 (Iran Standard Time)",152
"72.14.220.86","Wed Nov 25 2020 23:03:29 GMT+0330 (Iran Standard Time)",152
"72.14.220.86","Wed Nov 25 2020 23:03:30 GMT+0330 (Iran Standard Time)",170
"72.14.220.86","Wed Nov 25 2020 23:03:30 GMT+0330 (Iran Standard Time)",170
"72.14.220.86","Wed Nov 25 2020 23:03:31 GMT+0330 (Iran Standard Time)",193
"72.14.220.86","Wed Nov 25 2020 23:03:32 GMT+0330 (Iran Standard Time)",220
"72.14.220.86","Wed Nov 25 2020 23:03:33 GMT+0330 (Iran Standard Time)",241
"72.14.220.86","Wed Nov 25 2020 23:03:34 GMT+0330 (Iran Standard Time)",158
"72.14.220.86","Wed Nov 25 2020 23:03:35 GMT+0330 (Iran Standard Time)",182
"72.14.220.86","Wed Nov 25 2020 23:03:36 GMT+0330 (Iran Standard Time)",200
"72.14.220.86","Wed Nov 25 2020 23:03:36 GMT+0330 (Iran Standard Time)",200
"72.14.220.86","Wed Nov 25 2020 23:03:37 GMT+0330 (Iran Standard Time)",228
"72.14.220.86","Wed Nov 25 2020 23:03:38 GMT+0330 (Iran Standard Time)",268
"72.14.220.86","Wed Nov 25 2020 23:03:39 GMT+0330 (Iran Standard Time)",165
"72.14.220.86","Wed Nov 25 2020 23:03:41 GMT+0330 (Iran Standard Time)",218
"72.14.220.86","Wed Nov 25 2020 23:03:42 GMT+0330 (Iran Standard Time)",247
"72.14.220.86","Wed Nov 25 2020 23:03:43 GMT+0330 (Iran Standard Time)",160
"72.14.220.86","Wed Nov 25 2020 23:03:44 GMT+0330 (Iran Standard Time)",187
"72.14.220.86","Wed Nov 25 2020 23:03:45 GMT+0330 (Iran Standard Time)",156
"72.14.220.86","Wed Nov 25 2020 23:03:46 GMT+0330 (Iran Standard Time)",232
"72.14.220.86","Wed Nov 25 2020 23:03:50 GMT+0330 (Iran Standard Time)",220
"72.14.220.86","Wed Nov 25 2020 23:03:51 GMT+0330 (Iran Standard Time)",252
"72.14.220.86","Wed Nov 25 2020 23:03:52 GMT+0330 (Iran Standard Time)",237
"72.14.220.86","Wed Nov 25 2020 23:03:53 GMT+0330 (Iran Standard Time)",206
"72.14.220.86","Wed Nov 25 2020 23:03:54 GMT+0330 (Iran Standard Time)",242
"72.14.220.86","Wed Nov 25 2020 23:03:55 GMT+0330 (Iran Standard Time)",224
"72.14.220.86","Wed Nov 25 2020 23:03:56 GMT+0330 (Iran Standard Time)",267
"72.14.220.86","Wed Nov 25 2020 23:03:57 GMT+0330 (Iran Standard Time)",186
"72.14.220.86","Wed Nov 25 2020 23:03:59 GMT+0330 (Iran Standard Time)",227
"72.14.220.86","Wed Nov 25 2020 23:04:00 GMT+0330 (Iran Standard Time)",158
"72.14.220.86","Wed Nov 25 2020 23:04:01 GMT+0330 (Iran Standard Time)",191
